Author	n (strains)	publication title	journal	publication URL	strains
? J	1	Severe acute respiratory syndrome coronavirus 2 isolate hCoV-19/Belgium/42477217/2020 genome assembly, chromosome: 1	unknown	unknown	Belgium/42477217/2020
Moreno et al I	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NJ-UW-755/2020, complete genome	unknown	unknown	USA/NJ-UW-755/2020
Moreno et al J	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WI-UW-1973/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	unknown	unknown	USA/WI-UW-1973/2020
Rosenthal et al AG	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CO-QDX-3509/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	unknown	unknown	USA/CO-QDX-3509/2020
Reeb et al D	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/1294465/2020, complete genome	unknown	unknown	USA/1294465/2020
Goba et al D	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SLE/KGH-G-8627/2020, complete genome	unknown	unknown	SLE/KGH-G-8627/2020
Boutiba-Ben Boubaker et al D	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/TUN/TUN-202019695/2020, complete genome	unknown	unknown	TUN/TUN-202019695/2020
Boutiba-Ben Boubaker et al E	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/TUN/TUN-202055262/2020, complete genome	unknown	unknown	TUN/TUN-202055262/2020
Souissi et al D	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/TUN/TUN_ADAGE_R-24804/2020, complete genome	unknown	unknown	TUN/TUN_ADAGE_R-24804/2020
Boutiba-Ben Boubaker et al F	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/TUN/TUN-20212249/2021, complete genome	unknown	unknown	TUN/TUN-20212249/2021
Boutiba-Ben Boubaker et al G	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/TUN/TUN-202063686/2020, complete genome	unknown	unknown	TUN/TUN-202063686/2020
Del Vecchio et al	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ITA/D1_8_B-1-177-7/2020, complete genome	unknown	unknown	ITA/D1_8_B-1-177-7/2020
Tsao et al F	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/TWN/CGMH-CGU-32/2020, complete genome	unknown	unknown	TWN/CGMH-CGU-32/2020
? K	1	Severe acute respiratory syndrome coronavirus 2 isolate hCoV-19/Switzerland/BS-UHB-42500230/2020 genome assembly, chromosome: 1	unknown	unknown	Switzerland/BS-UHB-42500230/2020
Ren et al AN	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NZL/20CV0665/2020, complete genome	unknown	unknown	NZL/20CV0665/2020
O Reilly et al B	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/IRL/AIIDV1446/2020, complete genome	unknown	unknown	IRL/AIIDV1446/2020
Vazquez et al I	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/PRY/202102784_631486/2021, complete genome	unknown	unknown	PRY/202102784_631486/2021
Jonsson et al E	1	Severe acute respiratory syndrome coronavirus 2 isolate hCoV-19/Iceland/6246/2020 genome assembly, chromosome: hCoV-19_Iceland_6246_2020	unknown	unknown	Iceland/6246/2020
Jonsson et al F	1	Severe acute respiratory syndrome coronavirus 2 isolate hCoV-19/Iceland/4966/2020 genome assembly, chromosome: hCoV-19_Iceland_4966_2020	unknown	unknown	Iceland/4966/2020
Jonsson et al G	1	Severe acute respiratory syndrome coronavirus 2 isolate hCoV-19/Iceland/5365/2020 genome assembly, chromosome: hCoV-19_Iceland_5365_2020	unknown	unknown	Iceland/5365/2020
Cilla et al A	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ESP/HUD-79046365/2020, complete genome	unknown	unknown	ESP/HUD-79046365/2020
Jonsson et al H	1	Severe acute respiratory syndrome coronavirus 2 isolate hCoV-19/Iceland/5186/2020 genome assembly, chromosome: hCoV-19_Iceland_5186_2020	unknown	unknown	Iceland/5186/2020
Cilla et al B	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ESP/HUD-79270571/2021, complete genome	unknown	unknown	ESP/HUD-79270571/2021
Howes et al	3	Severe acute respiratory syndrome coronavirus 2 genome assembly, complete genome: monopartite	unknown	unknown	England/CAMC-BFB4A7/2020,England/CAMC-A41072/2020,England/CAMC-101DC63/2021
Jonsson et al I	1	Severe acute respiratory syndrome coronavirus 2 isolate hCoV-19/Iceland/3792/2020 genome assembly, chromosome: hCoV-19_Iceland_3792_2020	unknown	unknown	Iceland/3792/2020
Avi et al A	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/Estonia/Cov8815/2021 genome assembly, chromosome: 1	unknown	unknown	Estonia/Cov8815/2021
Boutiba-Ben Boubaker et al H	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/TUN/TUN-202069681/2020, complete genome	unknown	unknown	TUN/TUN-202069681/2020
Tiwari et al B	1	Severe acute respiratory syndrome coronavirus 2 isolate hCoV-19/Lebanon/QIB-61/2021 genome assembly, chromosome: 1	unknown	unknown	Lebanon/QIB-61/2021
? L	1	Severe acute respiratory syndrome coronavirus 2 isolate hCoV-19/Switzerland/TI-ETHZ-100043/2020 genome assembly, chromosome: 1	unknown	unknown	Switzerland/TI-ETHZ-100043/2020
Geoghegan et al C	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NZL/20VR2494/2020, complete genome	unknown	unknown	NZL/20VR2494/2020
Geoghegan et al D	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NZL/20VR2521/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	unknown	unknown	NZL/20VR2521/2020
DeRonde et al I	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/AK003/2020, complete genome	unknown	unknown	USA/AK003/2020
Byarugaba et al I	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/UGA/MUWRP-JIN200227S/2020, complete genome	unknown	unknown	UGA/MUWRP-JIN200227S/2020
Byarugaba et al J	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/UGA/MUWRP-GUL200079S/2020, complete genome	unknown	unknown	UGA/MUWRP-GUL200079S/2020
Byarugaba et al K	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/UGA/MUWRP-KIR200049S/2020, complete genome	unknown	unknown	UGA/MUWRP-KIR200049S/2020
Byarugaba et al L	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/UGA/MUWRP-KIR200099S/2020, complete genome	unknown	unknown	UGA/MUWRP-KIR200099S/2020
Mwesigwa et al E	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/UGA/MAKCHScov8/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	unknown	unknown	UGA/MAKCHScov8/2021
Mwesigwa et al F	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/UGA/MAKCHScov7/2021, complete genome	unknown	unknown	UGA/MAKCHScov7/2021
Geoghegan et al E	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NZL/20VR2501/2020, complete genome	unknown	unknown	NZL/20VR2501/2020
Geoghegan et al F	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NZL/20VR1923/2020, complete genome	unknown	unknown	NZL/20VR1923/2020
Githinji et al AA	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KEN/C73164/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	unknown	unknown	KEN/C73164/2020
Githinji et al AB	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KEN/C54/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	unknown	unknown	KEN/C54/2020
Caly et al I	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/AUS/NT16/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	unknown	unknown	AUS/NT16/2020
Vreeman et al	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/Neovison vison/NLD/NB68-10/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	unknown	unknown	Neovisonvison/NLD/NB68-10/2020
Trivedi et al B	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/IND/GBRC63/2020, complete genome	unknown	unknown	IND/GBRC63/2020
Ngoi et al E	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/GHA/2944_S9/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), and ORF6 protein (ORF6) genes, complete cds; ORF7a protein (ORF7a) and ORF7b (ORF7b) genes, partial cds; and ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	unknown	unknown	GHA/2944_S9/2020
Taboada et al C	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/MEX/CMX-66/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	unknown	unknown	MEX/CMX-66/2020
Chan et al C	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/MYS/C8629/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	unknown	unknown	MYS/C8629/2021
Chan et al D	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/MYS/NCOV13934/2021, complete genome	unknown	unknown	MYS/NCOV13934/2021
Chan et al E	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/MYS/M_N20885/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	unknown	unknown	MYS/M_N20885/2020
Chan et al F	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/MYS/NCOV24018/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	unknown	unknown	MYS/NCOV24018/2021
Chan et al G	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/MYS/M_N33491/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	unknown	unknown	MYS/M_N33491/2020
Chan et al H	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/MYS/C588/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), and ORF6 protein (ORF6) genes, complete cds; ORF7a protein (ORF7a) and ORF8 protein (ORF8) genes, partial cds; and nucleocapsid phosphoprotein (N) and ORF10 protein (ORF10) genes, complete cds	unknown	unknown	MYS/C588/2021
Githinji et al AC	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KEN/C44826/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), and ORF6 protein (ORF6) genes, complete cds; ORF7a protein (ORF7a) and ORF7b (ORF7b) genes, partial cds; and ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	unknown	unknown	KEN/C44826/2020
Githinji et al AD	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KEN/K97682/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	unknown	unknown	KEN/K97682/2020
Polacek et al	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/DNK/SSI-H1/2020, complete genome	unknown	unknown	DNK/SSI-H1/2020
Tegally et al H	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GS-0784/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	unknown	unknown	SouthAfrica/NHLS-UCT-GS-0784/2020
Abbasalipour Bashash et al	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/IRN/3279/2020, complete genome	unknown	unknown	IRN/3279/2020
Rosenthal et al AH	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MO-QDX-3409/2020, complete genome	unknown	unknown	USA/MO-QDX-3409/2020
Berrio et al	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/AC360CF369F7481AB13168E9607915E4/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), and surface glycoprotein (S) genes, partial cds; and ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	unknown	unknown	USA/AC360CF369F7481AB13168E9607915E4/2020
Pattabiraman et al	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/IND/KA-NIMH-SEQ-91/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	unknown	unknown	IND/KA-NIMH-SEQ-91/2020
Geoghegan et al G	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NZL/20VR3476/2020, complete genome	unknown	unknown	NZL/20VR3476/2020
Githinji et al AE	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KEN/C6158/2020 ORF1ab polyprotein (ORF1ab) gene, partial cds; ORF1a polyprotein (ORF1ab) gene, complete cds; surface glycoprotein (S) gene, partial cds; ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), and ORF6 protein (ORF6) genes, complete cds; ORF7a protein (ORF7a) and ORF7b (ORF7b) genes, partial cds; and ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	unknown	unknown	KEN/C6158/2020
Githinji et al AF	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KEN/C6561/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), and ORF6 protein (ORF6) genes, complete cds; ORF7a protein (ORF7a) and ORF7b (ORF7b) genes, partial cds; and ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	unknown	unknown	KEN/C6561/2020
Cusi et al A	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ITA/Siena_15/2020 ORF1ab polyprotein (ORF1ab) gene, partial cds; ORF1a polyprotein (ORF1ab) gene, complete cds; surface glycoprotein (S) gene, partial cds; and ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	unknown	unknown	ITA/Siena_15/2020
Trugilho et al A	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/BRA/SARS-CoV-2_IC01049platelet.3/2020, complete genome	unknown	unknown	BRA/SARS-CoV-2_IC01049platelet.3/2020
Trugilho et al B	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/BRA/SARS-CoV-2_IC01051platelet.1/2020, complete genome	unknown	unknown	BRA/SARS-CoV-2_IC01051platelet.1/2020
Trugilho et al C	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/BRA/SARS-CoV-2_IC01050platelet.2/2020, complete genome	unknown	unknown	BRA/SARS-CoV-2_IC01050platelet.2/2020
Marques et al C	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VSP0045/2020, complete genome	unknown	unknown	USA/VSP0045/2020
Tegally et al I	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GP-5326/2020, complete genome	unknown	unknown	SouthAfrica/NHLS-UCT-GP-5326/2020
Paulino-Ramirez et al E	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/Dominican_Republic/ICGEB_UNIBE022/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	unknown	unknown	Dominican_Republic/ICGEB_UNIBE022/2020
Githinji et al AG	1	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KEN/C56126/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), and surface glycoprotein (S) genes, complete cds; ORF3a gene, complete sequence; and envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	unknown	unknown	KEN/C56126/2020
